content
"Overview
Developers: FUN-GI GAMES LLC
Publishers: FUN-GI GAMES LLC
First release date: Wed Nov 06 2024
Price: $0
Genres: Casual, Sports, Strategy, Free To Play, Early Access
Languages: 
English, Indonesian, Simplified Chinese, Traditional Chinese
MORE
Tags: 
Early Access, Strategy, Casual, Card Game, Card Battler, Turn-Based Tactics, 2D, 3D, Anime, Comic Book, Hand-drawn, 1980s, Family Friendly, Futuristic, Singleplayer, Female Protagonist, PvP, Martial Arts, Multiplayer, Relaxing
MORE
Features: 
Single-player, Online PvP, Cross-Platform Multiplayer, In-App Purchases
MORE
Description: 
Play competitive card games inspired by Big 2 / pusoy dos with friends and family! Collect cool anime and manga Spirit Pets, and watch Athletes dodge, duck, dip, dive, and dodge!
MORE
Links: Steam, SteamDB"
